"NCT00002651"|"Canada"|"National Cancer Institute (NCI)"|"Prostate Cancer"|"Filgrastim"
"NCT00519428"|"Canada"|"New York State Psychiatric Institute"|"Major Depressive Disorder"|"Escitalopram"
"NCT00520507"|"Canada"|"Queen's University"|"Bipolar Disorder"|"Olanzapine"
"NCT00520507"|"Canada"|"Queen's University"|"Depression"|"Olanzapine"
"NCT00520507"|"Canada"|"Queen's University"|"Depressive Disorder"|"Olanzapine"
"NCT00522834"|"Canada"|"Synta Pharmaceuticals Corp."|"Melanoma"|"Paclitaxel"
"NCT00523055"|"Canada"|"University of Manitoba"|"Pain"|"Lidocaine"
"NCT00527943"|"Canada"|"Schering-Plough"|"Atherosclerosis"|"Simvastatin"
"NCT00527943"|"Canada"|"Schering-Plough"|"Myocardial Infarction"|"Simvastatin"
"NCT00527943"|"Canada"|"Schering-Plough"|"Myocardial Ischemia"|"Simvastatin"
"NCT00528008"|"Canada"|"Memorial University of Newfoundland"|"Wound Infection"|"Chlorhexidine Gluconate"
"NCT00528112"|"Canada"|"Bayer"|"Contraception"|"Mirena"
"NCT00528567"|"Canada"|"Hoffmann-La Roche"|"Breast Cancer"|"Sirolimus"
"NCT00529100"|"Canada"|"Eli Lilly and Company"|"Non-small Cell Lung Cancer"|"Cisplatin"
"NCT00529386"|"Canada"|"Queen's University"|"Chronic Pelvic Pain Syndrome"|"Botox"
"NCT00529386"|"Canada"|"Queen's University"|"Chronic Pelvic Pain Syndrome"|"Lidocaine"
"NCT00529386"|"Canada"|"Queen's University"|"Prostatitis"|"Botox"
"NCT00529386"|"Canada"|"Queen's University"|"Prostatitis"|"Lidocaine"
"NCT00529958"|"Canada"|"University of Calgary"|"ACL Deficiency"|"Epoetin alfa"
"NCT00529958"|"Canada"|"University of Calgary"|"ACL Rupture"|"Epoetin alfa"
"NCT00529958"|"Canada"|"University of Calgary"|"Anterior Cruciate Ligament Injury"|"Epoetin alfa"
"NCT00529958"|"Canada"|"University of Calgary"|"Knee Instability"|"Epoetin alfa"
"NCT00530348"|"Canada"|"Genzyme"|"Multiple Sclerosis, Relapsing-Remitting"|"Alemtuzumab"
"NCT00530725"|"Canada"|"University of Calgary"|"Pneumothorax"|"Atacand"
"NCT00531089"|"Canada"|"McMaster University"|"Hemolytic Uremic Syndrome"|"Rituximab"
"NCT00531089"|"Canada"|"McMaster University"|"Thrombotic Thrombocytopenic Purpura"|"Rituximab"
"NCT00531466"|"Canada"|"Avigen"|"Muscle Spasticity"|"Ribavirin"
"NCT00533949"|"Canada"|"National Cancer Institute (NCI)"|"Lung Cancer"|"Bevacizumab"
"NCT00533949"|"Canada"|"National Cancer Institute (NCI)"|"Lung Cancer"|"Mitoxantrone hydrochloride"
"NCT00533949"|"Canada"|"National Cancer Institute (NCI)"|"Radiation Toxicity"|"Bevacizumab"
"NCT00533949"|"Canada"|"National Cancer Institute (NCI)"|"Radiation Toxicity"|"Mitoxantrone hydrochloride"
"NCT00534313"|"Canada"|"Bristol-Myers Squibb"|"Psoriatic Arthritis"|"Abatacept"
"NCT00535782"|"Canada"|"Hoffmann-La Roche"|"Rheumatoid Arthritis"|"Bevacizumab"
"NCT00535782"|"Canada"|"Hoffmann-La Roche"|"Rheumatoid Arthritis"|"Methotrexate"
"NCT00535847"|"Canada"|"Vertex Pharmaceuticals Incorporated"|"Hepatitis C"|"Ribavirin"
"NCT00537355"|"Canada"|"Dynavax Technologies Corporation"|"Rhinitis, Allergic, Seasonal"|"Histamine"
"NCT00540176"|"Canada"|"University of Alberta"|"Malignant Gliomas, Glioblastoma Multiforme"|"Choline"
"NCT00540618"|"Canada"|"MedImmune LLC"|"Plaque Psoriasis"|"Valganciclovir"
"NCT00541489"|"Canada"|"NicOx"|"Osteoarthritis"|"Naproxen"
"NCT00541489"|"Canada"|"NicOx"|"Osteoarthritis, Hip"|"Naproxen"
"NCT00541658"|"Canada"|"Procter and Gamble"|"Postmenopausal Osteoporosis"|"Risedronate"
"NCT00543400"|"Canada"|"Momenta Pharmaceuticals, Inc."|"Coronary Artery Disease (CAD)"|"Methylphenidate"
"NCT00543400"|"Canada"|"Momenta Pharmaceuticals, Inc."|"Percutaneous Coronary Intervention (PCI)"|"Methylphenidate"
"NCT00545688"|"Canada"|"Hoffmann-La Roche"|"Breast Cancer"|"Docetaxel"
"NCT00546234"|"Canada"|"University of Alberta"|"Asthma"|"Tiotropium"
"NCT00546390"|"Canada"|"University of Alberta"|"Myocardial Protection"|"Lidocaine"
"NCT00546390"|"Canada"|"University of Alberta"|"Remote Ischemic Preconditioning"|"Lidocaine"
"NCT00547651"|"Canada"|"Celgene Corporation"|"Small Cell Lung Cancer"|"Topotecan"
"NCT00548405"|"Canada"|"Genzyme"|"Multiple Sclerosis, Relapsing-Remitting"|"Alemtuzumab"
"NCT00548808"|"Canada"|"Eli Lilly and Company"|"Type 2 Diabetes Mellitus"|"Depakote ER"
"NCT00548808"|"Canada"|"Eli Lilly and Company"|"Type 2 Diabetes Mellitus"|"Insulin Lispro"
"NCT00548808"|"Canada"|"Eli Lilly and Company"|"Type 2 Diabetes Mellitus"|"Insulin glargine"
"NCT00549302"|"Canada"|"Eli Lilly and Company"|"Hypertension, Pulmonary"|"Tadalafil"
"NCT00549549"|"Canada"|"Pfizer"|"Arthritis, Gouty"|"Celecoxib"
"NCT00549549"|"Canada"|"Pfizer"|"Arthritis, Gouty"|"Dasatinib"
"NCT00549757"|"Canada"|"Novartis"|"Cardiovascular Disease"|"Aliskiren"
"NCT00549757"|"Canada"|"Novartis"|"Type 2 Diabetes Mellitus"|"Aliskiren"
"NCT00551135"|"Canada"|"Pfizer"|"Hernia, Inguinal"|"Pregabalin"
"NCT00551135"|"Canada"|"Pfizer"|"Pain, Postoperative"|"Pregabalin"
"NCT00551707"|"Canada"|"CombinatoRx"|"Rheumatoid Arthritis"|"Prednisolone"
"NCT00554372"|"Canada"|"Jennerex Biotherapeutics"|"Carcinoma, Hepatocellular"|"Paclitaxel"
"NCT00557089"|"Canada"|"The Hospital for Sick Children"|"Cystic Fibrosis"|"rhDNase"
"NCT00557193"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Asparaginase"
"NCT00557193"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Cyclophosphamide"
"NCT00557193"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Cytarabine"
"NCT00557193"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Daunorubicin Hydrochloride"
"NCT00557193"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Dexamethasone"
"NCT00557193"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Etoposide"
"NCT00557193"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Lenalidomide"
"NCT00557193"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Leucovorin calcium"
"NCT00557193"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Mercaptopurine"
"NCT00557193"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Methotrexate"
"NCT00557193"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Methylprednisolone"
"NCT00557193"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Pegaspargase"
"NCT00557193"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Prednisone"
"NCT00557193"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Trastuzumab"
"NCT00558272"|"Canada"|"AstraZeneca"|"Bone Neoplasms"|"Vitamin B12"
"NCT00558272"|"Canada"|"AstraZeneca"|"Breast Cancer"|"Vitamin B12"
"NCT00558272"|"Canada"|"AstraZeneca"|"Prostate Cancer"|"Vitamin B12"
"NCT00559273"|"Canada"|"Hoffmann-La Roche"|"Anemia"|"Darbepoetin alfa"
"NCT00559494"|"Canada"|"University of Calgary"|"Spinal Cord Injuries"|"Methadone"
"NCT00559988"|"Canada"|"Biotronik, Inc."|"Atrial Fibrillation"|"Dasatinib"
"NCT00559988"|"Canada"|"Biotronik, Inc."|"Atrial Flutter"|"Dasatinib"
"NCT00559988"|"Canada"|"Biotronik, Inc."|"Major Bleeding"|"Dasatinib"
"NCT00559988"|"Canada"|"Biotronik, Inc."|"Stroke"|"Dasatinib"
"NCT00559988"|"Canada"|"Biotronik, Inc."|"Systemic Embolism"|"Dasatinib"
"NCT00561288"|"Canada"|"University of Toronto"|"Emotional Pain"|"Acetaminophen"
"NCT00563186"|"Canada"|"University of Calgary"|"Hospital-Acquired Infection With Clostridium Difficile"|"Sildenafil Citrate"
"NCT00563186"|"Canada"|"University of Calgary"|"Hospital-Acquired MRSA Infection or Colonization"|"Sildenafil Citrate"
"NCT00563186"|"Canada"|"University of Calgary"|"Hospital-Acquired VRE Infection or Colonization"|"Sildenafil Citrate"
"NCT00563316"|"Canada"|"Amgen"|"Metastatic Colorectal Cancer"|"Irinotecan"
"NCT00564226"|"Canada"|"Sanofi-Aventis"|"Overactive Bladder"|"Metformin"
"NCT00564655"|"Canada"|"The Hospital for Sick Children"|"Anesthesia"|"Lapatinib"
"NCT00564655"|"Canada"|"The Hospital for Sick Children"|"Enteral Nutrition"|"Lapatinib"
"NCT00564681"|"Canada"|"Allergan"|"Cervical Dystonia"|"Botulinum Toxin Type A"
"NCT00565240"|"Canada"|"University of Saskatchewan"|"Ovarian Follicle"|"Chlorthalidone"
"NCT00566722"|"Canada"|"Abbott"|"Psoriasis"|"Adalimumab"
"NCT00566852"|"Canada"|"National Cancer Institute (NCI)"|"Cognitive/Functional Effects"|"Megestrol Acetate"
"NCT00566852"|"Canada"|"National Cancer Institute (NCI)"|"Metastatic Cancer"|"Megestrol Acetate"
"NCT00566852"|"Canada"|"National Cancer Institute (NCI)"|"Neurotoxicity"|"Megestrol Acetate"
"NCT00566852"|"Canada"|"National Cancer Institute (NCI)"|"Unspecified Adult Solid Tumor, Protocol Specific"|"Megestrol Acetate"
"NCT00567567"|"Canada"|"National Cancer Institute (NCI)"|"Neuroblastoma"|"Cisplatin"
"NCT00567567"|"Canada"|"National Cancer Institute (NCI)"|"Neuroblastoma"|"Magnesium Sulfate"
"NCT00567580"|"Canada"|"National Cancer Institute (NCI)"|"Prostate Cancer"|"Bicalutamide"
"NCT00569972"|"Canada"|"Pfizer"|"Insomnia"|"Glimepiride"
"NCT00569972"|"Canada"|"Pfizer"|"Insomnia"|"Monodox"
"NCT00570180"|"Canada"|"University Health Network, Toronto"|"Multiple Myeloma"|"Bortezomib"
"NCT00570713"|"Canada"|"Morphotek"|"Pancreatic Cancer"|"Trastuzumab"
"NCT00573963"|"Canada"|"Samuel Lunenfeld Research Institute, Mount Sinai Hospital"|"Pain"|"Ropivacaine"
"NCT00575796"|"Canada"|"The Hospital for Sick Children"|"Glioma"|"Vinblastine"
"NCT00577837"|"Canada"|"Procter and Gamble"|"Postmenopausal"|"Rifapentine"
"NCT00577837"|"Canada"|"Procter and Gamble"|"Postmenopausal"|"Risedronate"
"NCT00578305"|"Canada"|"Hoffmann-La Roche"|"Rheumatoid Arthritis"|"Methotrexate"
"NCT00578760"|"Canada"|"University Health Network, Toronto"|"Hearing Loss"|"Aspirin"
"NCT00578760"|"Canada"|"University Health Network, Toronto"|"Ototoxicity"|"Aspirin"
"NCT00580216"|"Canada"|"Sanofi-Aventis"|"Atrial Fibrillation"|"Eplerenone"
"NCT00590590"|"Canada"|"KV Pharmaceutical Company"|"Vulvodynia"|"Lidocaine"
"NCT00593710"|"Canada"|"University of British Columbia"|"Marfan Syndrome"|"Atazanavir"
"NCT00593710"|"Canada"|"University of British Columbia"|"Marfan Syndrome"|"Lorazepam"
"NCT00594568"|"Canada"|"Eli Lilly and Company"|"Alzheimer's Disease"|"Cyclophosphamide"
"NCT00594737"|"Canada"|"Rotman Research Institute at Baycrest"|"Frontotemporal Dementia"|"Memantine"
"NCT00595426"|"Canada"|"Astellas Pharma Inc"|"Arthroplasty, Replacement, Knee"|"Warfarin"
"NCT00595946"|"Canada"|"Sucampo Pharmaceuticals, Inc."|"Opioid-Induced Bowel Dysfunction"|"Lubiprostone"
"NCT00596830"|"Canada"|"Pfizer"|"Carcinoma, Adenosquamous"|"Carboplatin"
"NCT00596830"|"Canada"|"Pfizer"|"Carcinoma, Large Cell"|"Carboplatin"
"NCT00596830"|"Canada"|"Pfizer"|"Carcinoma, Non-Small-Cell Lung"|"Carboplatin"
"NCT00596830"|"Canada"|"Pfizer"|"Carcinoma, Squamous Cell"|"Carboplatin"
"NCT00597077"|"Canada"|"Montreal Heart Institute"|"Atrial Fibrillation"|"Rasagiline"
"NCT00597077"|"Canada"|"Montreal Heart Institute"|"Congestive Heart Failure"|"Rasagiline"
"NCT00597428"|"Canada"|"Sucampo Pharmaceuticals, Inc."|"Opioid-Induced Bowel Dysfunction"|"Lubiprostone"
"NCT00598832"|"Canada"|"Galderma"|"Acne Vulgaris"|"Adapalene"
"NCT00599521"|"Canada"|"Galderma"|"Acne Vulgaris"|"Adapalene"
"NCT00599859"|"Canada"|"Sir Mortimer B. Davis - Jewish General Hospital"|"Lactose Intolerance"|"Lactose"
"NCT00599911"|"Canada"|"H. Lundbeck A/S"|"Major Depressive Disorder"|"Duloxetine"
"NCT00600964"|"Canada"|"Gemin X"|"Chronic Lymphocytic Leukemia"|"Tacrolimus"
"NCT00603915"|"Canada"|"University Health Network, Toronto"|"Nasopharyngeal Cancer"|"Erlotinib"
"NCT00603915"|"Canada"|"University Health Network, Toronto"|"Nasopharyngeal Cancer"|"Gemcitabine"
"NCT00605280"|"Canada"|"Pfizer"|"Macular Edema Associated With Diabetes Mellitus"|"Dexamethasone"
"NCT00605410"|"Canada"|"University of Saskatchewan"|"Asthma"|"Ipratropium Bromide"
"NCT00608491"|"Canada"|"National Heart, Lung, and Blood Institute (NHLBI)"|"Heart Failure"|"Megace"
"NCT00610714"|"Canada"|"AstraZeneca"|"Ovarian Cancer"|"Tamoxifen Citrate"
"NCT00610714"|"Canada"|"AstraZeneca"|"Ovarian Neoplasms"|"Tamoxifen Citrate"
"NCT00611026"|"Canada"|"Pfizer"|"Overactive Bladder"|"Tiagabine"
"NCT00611273"|"Canada"|"Advanced Cosmetic Intervention"|"Glabellar Furrowing"|"Filgrastim"
"NCT00611884"|"Canada"|"Novo Nordisk"|"Diabetes Mellitus, Type 2"|"Metformin"
"NCT00612521"|"Canada"|"University of Ottawa Heart Institute"|"Coronary Artery Disease"|"Tamibarotene"
"NCT00612521"|"Canada"|"University of Ottawa Heart Institute"|"Coronary Artery Stenosis"|"Tamibarotene"
"NCT00612664"|"Canada"|"Bristol-Myers Squibb"|"Melanoma"|"Cetuximab"
"NCT00612898"|"Canada"|"Avexa"|"HIV Infections"|"Lamivudine"
"NCT00615875"|"Canada"|"McMaster University"|"Pain, Postoperative"|"Morphine"
"NCT00616889"|"Canada"|"Queen's University"|"Bipolar Disorder"|"Cyclophosphamide"
"NCT00616915"|"Canada"|"Queen's University"|"Mood Disorder"|"Colesevelam hydrochloride"
"NCT00617032"|"Canada"|"Targeted Genetics Corporation"|"Rheumatoid Arthritis"|"Ketamine"
"NCT00617032"|"Canada"|"Targeted Genetics Corporation"|"Rheumatoid Arthritis"|"Lactose"
"NCT00618722"|"Canada"|"Kythera Biopharmecuticals"|"Reduction of Subcutaneous Fat in the Submental Area"|"Insulin glargine"
"NCT00620542"|"Canada"|"AstraZeneca"|"Coronary Atherosclerosis"|"Rosuvastatin"
"NCT00620997"|"Canada"|"London Health Sciences Centre"|"Corneal Abrasions"|"Vitamin C"
"NCT00621608"|"Canada"|"St. Joseph's Healthcare"|"Chronic Ulcers of the Lower Limb"|"Docetaxel"
"NCT00621608"|"Canada"|"St. Joseph's Healthcare"|"Diabetes Mellitus"|"Docetaxel"
"NCT00622869"|"Canada"|"Novartis"|"Liver Transplantation"|"Tacrolimus"
"NCT00623285"|"Canada"|"University of Manitoba"|"Postoperative Pain."|"Pregabalin"
"NCT00623428"|"Canada"|"Hoffmann-La Roche"|"Hepatitis C, Chronic"|"Copegus"
"NCT00624208"|"Canada"|"University of British Columbia"|"Myocardial Repolarization"|"Ondansetron"
"NCT00624455"|"Canada"|"University of British Columbia"|"Post-operative Pain"|"Pregabalin"
"NCT00624676"|"Canada"|"Cosmetique Active International"|"Acne Vulgaris"|"Oxazepam"
"NCT00625664"|"Canada"|"Sanofi-Aventis"|"Urinary Bladder Neoplasms"|"Bupivacaine"
"NCT00625664"|"Canada"|"Sanofi-Aventis"|"Urinary Bladder Neoplasms"|"Cisplatin"
"NCT00625898"|"Canada"|"National Surgical Adjuvant Breast and Bowel Project (NSABP)"|"Breast Cancer"|"Carboplatin"
"NCT00625898"|"Canada"|"National Surgical Adjuvant Breast and Bowel Project (NSABP)"|"Breast Cancer"|"Cyclophosphamide"
"NCT00625898"|"Canada"|"National Surgical Adjuvant Breast and Bowel Project (NSABP)"|"Breast Cancer"|"Epirubicin"
"NCT00626106"|"Canada"|"Amgen"|"Breast Cancer"|"Varenicline"
"NCT00626106"|"Canada"|"Amgen"|"Breast Tumors"|"Varenicline"
"NCT00626106"|"Canada"|"Amgen"|"Metastatic Cancer"|"Varenicline"
"NCT00626548"|"Canada"|"AstraZeneca"|"Prostate Cancer"|"Docetaxel"
"NCT00626548"|"Canada"|"AstraZeneca"|"Prostate Cancer"|"Estradiol"
"NCT00626548"|"Canada"|"AstraZeneca"|"Prostate Cancer"|"Ketoconazole"
"NCT00626548"|"Canada"|"AstraZeneca"|"Prostate Cancer"|"estradiol"
"NCT00627835"|"Canada"|"British Columbia Cancer Agency"|"Locally Advanced Squamous Cell Carcinomas of the Head and Neck (SCCHN)"|"Sorafenib"
"NCT00627926"|"Canada"|"Vertex Pharmaceuticals Incorporated"|"Hepatitis C"|"Methotrexate"
"NCT00627926"|"Canada"|"Vertex Pharmaceuticals Incorporated"|"Hepatitis C"|"Ribavirin"
"NCT00629772"|"Canada"|"Innovaderm Research Inc."|"Palmoplantar Psoriasis"|"Paclitaxel"
"NCT00631358"|"Canada"|"Alcon Research"|"Sjogren's Syndrome"|"Propafenone"
"NCT00633880"|"Canada"|"Chelsea Therapeutics"|"Dopamine Beta Hydroxylase Deficiency"|"Droxidopa"
"NCT00633880"|"Canada"|"Chelsea Therapeutics"|"Non-diabetic Neuropathy"|"Droxidopa"
"NCT00633880"|"Canada"|"Chelsea Therapeutics"|"Primary Autonomic Failure"|"Droxidopa"
"NCT00633880"|"Canada"|"Chelsea Therapeutics"|"Symptomatic Neurogenic Orthostatic Hypotension (NOH)"|"Droxidopa"
"NCT00635219"|"Canada"|"H. Lundbeck A/S"|"Major Depressive Disorder"|"Duloxetine"
"NCT00635219"|"Canada"|"H. Lundbeck A/S"|"Major Depressive Disorder"|"Quetiapine fumarate"
"NCT00635700"|"Canada"|"Yale University"|"Psychosis Prodrome"|"Ziprasidone"
"NCT00638131"|"Canada"|"Centre hospitalier de l'Université de Montréal (CHUM)"|"Type 2 Diabetes"|"Bosentan"
"NCT00640822"|"Canada"|"LEO Pharma"|"Psoriasis Vulgaris"|"Insulin glargine"
"NCT00640991"|"Canada"|"Population Health Research Institute"|"Cardiovascular Diseases"|"Adenosine"
"NCT00640991"|"Canada"|"Population Health Research Institute"|"Hyperglycemia"|"Adenosine"
"NCT00640991"|"Canada"|"Population Health Research Institute"|"Myocardial Infarction"|"Adenosine"
"NCT00642460"|"Canada"|"Hoffmann-La Roche"|"Juvenile Idiopathic Arthritis"|"Methotrexate"
"NCT00642811"|"Canada"|"AstraZeneca"|"Stable Coronary Artery Disease"|"Anastrozole"
"NCT00642811"|"Canada"|"AstraZeneca"|"Stable Coronary Artery Disease"|"Bicalutamide"
"NCT00643149"|"Canada"|"Pfizer"|"Tonsillitis"|"Amoxicillin"
"NCT00643201"|"Canada"|"Bristol-Myers Squibb"|"Venous Thrombosis"|"Warfarin"
"NCT00643734"|"Canada"|"Pfizer"|"Pneumonia"|"Levofloxacin"
"NCT00644449"|"Canada"|"Pfizer"|"Bronchitis, Chronic"|"Levofloxacin"
"NCT00644449"|"Canada"|"Pfizer"|"Bronchitis, Chronic"|"Zithromax"
"NCT00645918"|"Canada"|"Accumetrics, Inc."|"Acute Coronary Syndrome"|"Moxifloxacin"
"NCT00645918"|"Canada"|"Accumetrics, Inc."|"Coronary Arteriosclerosis"|"Moxifloxacin"
"NCT00647738"|"Canada"|"Mylan Pharmaceuticals"|"Healthy"|"Baclofen"
"NCT00648128"|"Canada"|"Mylan Pharmaceuticals"|"Healthy"|"Clarithromycin"
"NCT00648544"|"Canada"|"Mylan Pharmaceuticals"|"Therapeutic Equivalency"|"Pravastatin"
"NCT00648830"|"Canada"|"Mylan Pharmaceuticals"|"Healthy"|"Sumatriptan"
"NCT00648960"|"Canada"|"Mylan Pharmaceuticals"|"Healthy"|"Baclofen"
"NCT00648960"|"Canada"|"Mylan Pharmaceuticals"|"Healthy"|"Clarithromycin"
"NCT00650039"|"Canada"|"Pfizer"|"Pain"|"Valdecoxib"
"NCT00650221"|"Canada"|"Mylan Pharmaceuticals"|"Therapeutic Equivalency"|"Clarithromycin"
"NCT00650221"|"Canada"|"Mylan Pharmaceuticals"|"Therapeutic Equivalency"|"Pravastatin"
"NCT00650455"|"Canada"|"Pfizer"|"Arthritis, Rheumatoid"|"Naproxen"
"NCT00650455"|"Canada"|"Pfizer"|"Arthritis, Rheumatoid"|"Valdecoxib"
"NCT00650507"|"Canada"|"The Hospital for Sick Children"|"Ischemia-reperfusion (IR) Injury"|"Ultracet"
"NCT00651261"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Cyclosporine"
"NCT00651261"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Dactinomycin"
"NCT00651261"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Methylphenidate hydrochloride"
"NCT00652366"|"Canada"|"Hoffmann-La Roche"|"Pancreatic Cancer"|"Gemcitabine"
"NCT00652704"|"Canada"|"Par Pharmaceutical, Inc."|"To Determine Bioequivalence Under Fed Conditions."|"Diclofenac"
"NCT00652704"|"Canada"|"Par Pharmaceutical, Inc."|"To Determine Bioequivalence Under Fed Conditions."|"Doxycycline Monohydrate"
"NCT00652730"|"Canada"|"Par Pharmaceutical, Inc."|"To Determine Bioequivalence Under Fed Conditions."|"Buspar"
"NCT00652730"|"Canada"|"Par Pharmaceutical, Inc."|"To Determine Bioequivalence Under Fed Conditions."|"Buspirone HCL"
"NCT00652795"|"Canada"|"Par Pharmaceutical, Inc."|"To Determine Bioequivalence Under Fasting Conditions"|"Oxandrolone"
"NCT00652795"|"Canada"|"Par Pharmaceutical, Inc."|"To Determine Bioequivalence Under Fasting Conditions"|"Temozolomide"
"NCT00652925"|"Canada"|"Pfizer"|"Arthritis, Juvenile Rheumatoid"|"Celecoxib"
"NCT00653055"|"Canada"|"Par Pharmaceutical, Inc."|"To Determine Bioequivalence Under Fasting Conditions"|"Dostinex"
"NCT00653120"|"Canada"|"Par Pharmaceutical, Inc."|"To Determine Bioequivalence Under Fasting Conditions"|"Propranolol"
"NCT00653380"|"Canada"|"Par Pharmaceutical, Inc."|"To Determine Bioequivalence Under Fasting Conditions"|"Doxycycline Monohydrate"
"NCT00653380"|"Canada"|"Par Pharmaceutical, Inc."|"To Determine Bioequivalence Under Fasting Conditions"|"Monodox"
"NCT00653419"|"Canada"|"Par Pharmaceutical, Inc."|"To Determine Bioequivalence Under Fasting Conditions"|"Buspar"
"NCT00653419"|"Canada"|"Par Pharmaceutical, Inc."|"To Determine Bioequivalence Under Fasting Conditions"|"Metformin"
"NCT00654940"|"Canada"|"Pfizer"|"Nerve Pain"|"solifenacin succinate"
"NCT00655174"|"Canada"|"The Hospital for Sick Children"|"Autism"|"Fluvoxamine"
"NCT00656513"|"Canada"|"National Cancer Institute (NCI)"|"Head and Neck Cancer"|"Capecitabine"
"NCT00656513"|"Canada"|"National Cancer Institute (NCI)"|"Head and Neck Cancer"|"Prednisone"
"NCT00656513"|"Canada"|"National Cancer Institute (NCI)"|"Xerostomia"|"Capecitabine"
"NCT00656513"|"Canada"|"National Cancer Institute (NCI)"|"Xerostomia"|"Prednisone"
"NCT00656747"|"Canada"|"Bayer"|"Chronic Bronchitis"|"Amoxicillin"
"NCT00657293"|"Canada"|"West Park Healthcare Centre"|"Chronic Obstructive Pulmonary Disease"|"Sodium oxybate"
"NCT00657904"|"Canada"|"AstraZeneca"|"Non-Metastatic Prostate Cancer"|"Bicalutamide"
"NCT00658047"|"Canada"|"Chelsea Therapeutics"|"Arthritis, Rheumatoid"|"Methotrexate"
"NCT00658606"|"Canada"|"Astellas Pharma Inc"|"Plaque Psoriasis"|"Alefacept"
"NCT00658775"|"Canada"|"Eisai Inc."|"Gastroesophageal Reflux Disease (GERD)"|"Esomeprazole"
"NCT00659074"|"Canada"|"Par Pharmaceutical, Inc."|"Healthy"|"Ondansetron"
"NCT00659074"|"Canada"|"Par Pharmaceutical, Inc."|"Healthy"|"Zofran"
"NCT00659412"|"Canada"|"Astellas Pharma Inc"|"Psoriatic Arthritis"|"Alefacept"
"NCT00659412"|"Canada"|"Astellas Pharma Inc"|"Psoriatic Arthritis"|"Metformin"
"NCT00659685"|"Canada"|"Par Pharmaceutical, Inc."|"Healthy"|"Zofran"
"NCT00660075"|"Canada"|"Laval University"|"Diabetes Mellitus"|"Sitagliptin"
"NCT00660075"|"Canada"|"Laval University"|"Postprandial Lipemia"|"Sitagliptin"
"NCT00660179"|"Canada"|"Actelion"|"Pulmonary Arterial Hypertension"|"Losartan"
"NCT00660959"|"Canada"|"CardioKine Inc."|"Euvolemic Hyponatremia"|"Lomustine"
"NCT00661609"|"Canada"|"AstraZeneca"|"Bladder Cancer"|"Vinorelbine"
"NCT00661609"|"Canada"|"AstraZeneca"|"Renal Pelvis Cancer"|"Vinorelbine"
"NCT00661609"|"Canada"|"AstraZeneca"|"Transitional Cell Bladder Cancer"|"Vinorelbine"
"NCT00661609"|"Canada"|"AstraZeneca"|"Ureter Cancer"|"Vinorelbine"
"NCT00661609"|"Canada"|"AstraZeneca"|"Urethra Cancer"|"Vinorelbine"
"NCT00663702"|"Canada"|"Bristol-Myers Squibb"|"Arthritis, Rheumatoid"|"Paracetamol"
"NCT00664248"|"Canada"|"Dow Pharmaceutical Sciences"|"Acne Vulgaris"|"Clindamycin"
"NCT00664469"|"Canada"|"Sunnybrook Health Sciences Centre"|"Hypercholesterolemia"|"Ezetimibe"
"NCT00664469"|"Canada"|"Sunnybrook Health Sciences Centre"|"Hypercholesterolemia"|"Rosuvastatin"
"NCT00664690"|"Canada"|"Lawson Health Research Institute"|"Pain"|"Celebrex"
"NCT00665561"|"Canada"|"Pfizer"|"Human Immunodeficiency Virus"|"Maraviroc"
"NCT00665834"|"Canada"|"Queen's University"|"Acute Coronary Syndromes"|"Rosuvastatin"
"NCT00665834"|"Canada"|"Queen's University"|"Dyslipidemia"|"Rosuvastatin"
"NCT00665912"|"Canada"|"Biomet, Inc."|"Lung Cancer"|"Sirolimus"
"NCT00666302"|"Canada"|"Astellas Pharma Inc"|"Dermatitis, Atopic"|"Protopic"
"NCT00666588"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Cyclophosphamide"
"NCT00666588"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Etoposide"
"NCT00666588"|"Canada"|"National Cancer Institute (NCI)"|"Leukemia"|"Gemcitabine hydrochloride"
"NCT00666887"|"Canada"|"University of Calgary"|"Clinically Isolated Syndromes"|"Apo-Minocycline"
"NCT00666887"|"Canada"|"University of Calgary"|"First Event of Multiple Sclerosis"|"Apo-Minocycline"
"NCT00667251"|"Canada"|"National Cancer Institute (NCI)"|"Breast Cancer"|"Ketoconazole"
